ROI,Mean Activation,Max Activation,Std Activation,Range Activation,Active Vertices,Total Vertices
bankssts-lh,0.0,0.0,0.0,0.0,0,3
bankssts-rh,0.0,0.0,0.0,0.0,0,1
caudalanteriorcingulate-lh,0.0,0.0,0.0,0.0,0,3
caudalmiddlefrontal-lh,0.0,0.0,0.0,0.0,0,4
caudalmiddlefrontal-rh,0.0,0.0,0.0,0.0,0,4
cuneus-lh,0.0,0.0,0.0,0.0,0,5
cuneus-rh,0.0,0.0,0.0,0.0,0,3
entorhinal-lh,0.0,0.0,0.0,0.0,0,1
entorhinal-rh,-0.018495815143838547,0.35875575346870614,0.14814711024637675,0.6744146024587856,2,2
frontalpole-lh,0.0,0.0,0.0,0.0,0,2
frontalpole-rh,0.0,0.0,0.0,0.0,0,1
fusiform-lh,0.0,0.0,0.0,0.0,0,8
fusiform-rh,-0.010428662390099274,0.3818871641309528,0.1305626782967639,0.7168398032640546,5,10
inferiorparietal-lh,0.0,0.0,0.0,0.0,0,14
inferiorparietal-rh,0.021515506516170835,0.34237820897600085,0.12135425536249335,0.5998033885073156,3,15
inferiortemporal-lh,0.0,0.0,0.0,0.0,0,5
inferiortemporal-rh,-0.018612579561143875,0.18465202750051798,0.1007849851383973,0.0,1,4
insula-lh,0.0,0.0,0.0,0.0,0,12
insula-rh,-0.008690799778056238,0.28881593461781635,0.12538172293466585,0.5504466894468788,3,3
isthmuscingulate-lh,0.0,0.0,0.0,0.0,0,5
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0,5
lateraloccipital-lh,0.0,0.0,0.0,0.0,0,10
lateraloccipital-rh,0.0,0.0,0.0,0.0,0,9
lateralorbitofrontal-lh,0.0,0.0,0.0,0.0,0,4
lateralorbitofrontal-rh,-0.010142738540358543,0.2951945638892529,0.1291209482189717,0.6380894569851512,6,6
lingual-lh,0.0,0.0,0.0,0.0,0,3
lingual-rh,0.0,0.0,0.0,0.0,0,2
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0,4
medialorbitofrontal-rh,-0.004603835651118154,0.26751240756370726,0.13659175349004968,0.5750979908366984,5,6
middletemporal-lh,0.0,0.0,0.0,0.0,0,4
middletemporal-rh,-0.010180669818721053,0.29312439414327895,0.11820848000079406,0.5807387702412197,5,8
paracentral-lh,0.0,0.0,0.0,0.0,0,1
paracentral-rh,0.0,0.0,0.0,0.0,0,9
parahippocampal-lh,0.0,0.0,0.0,0.0,0,5
parahippocampal-rh,-0.006200858363877113,0.3530419450677018,0.1504408132180741,0.6358346329147526,3,3
parsopercularis-lh,0.0,0.0,0.0,0.0,0,5
parsopercularis-rh,0.009337925055694316,0.24504019386459022,0.11476145024186139,0.5042217706191515,3,4
parsorbitalis-lh,0.0,0.0,0.0,0.0,0,1
parsorbitalis-rh,0.013890361856372869,0.1810123495702507,0.08558701133862305,0.3286382718023866,2,2
parstriangularis-lh,0.0,0.0,0.0,0.0,0,4
parstriangularis-rh,0.01633065984341268,0.21638319679200302,0.11021801196970608,0.441651654852684,5,5
pericalcarine-lh,0.0,0.0,0.0,0.0,0,1
postcentral-lh,0.0,0.0,0.0,0.0,0,17
postcentral-rh,0.0017554428316298568,0.2270074603923012,0.10206737112119359,0.45028103883974047,6,12
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0,8
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0,5
precentral-lh,0.0,0.0,0.0,0.0,0,15
precentral-rh,0.003477783068750557,0.3474045039546924,0.12454231001334444,0.6919187934164185,7,16
precuneus-lh,0.0,0.0,0.0,0.0,0,8
precuneus-rh,0.0,0.0,0.0,0.0,0,7
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0,1
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0,10
rostralmiddlefrontal-rh,0.006900106076662275,0.24557647873120764,0.10701410412882366,0.5075353650867517,6,12
superiorfrontal-lh,0.0,0.0,0.0,0.0,0,19
superiorfrontal-rh,0.0,0.0,0.0,0.0,0,16
superiorparietal-lh,0.0,0.0,0.0,0.0,0,14
superiorparietal-rh,0.0,0.0,0.0,0.0,0,16
superiortemporal-lh,0.0,0.0,0.0,0.0,0,10
superiortemporal-rh,0.0001981459501595369,0.20576239645418212,0.08309436702821452,0.4350246079668024,11,12
supramarginal-lh,0.0,0.0,0.0,0.0,0,10
supramarginal-rh,0.011205333203291598,0.29664178691162746,0.1078364002381307,0.5436411221663764,11,15
temporalpole-lh,0.0,0.0,0.0,0.0,0,2
temporalpole-rh,-0.008258109081194981,0.33766712509030944,0.1755826832978838,0.0,1,1
transversetemporal-lh,0.0,0.0,0.0,0.0,0,1
transversetemporal-rh,-0.0011436818527059058,0.16905477974204872,0.07033211824435874,0.307852077623886,2,2
